,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
22-Dec-22,4.4325,5.3647,4.7067,3.3567,4.7883,2.9806,3.2587,3.2842,56.9094,0.0187,0.1074,2.7914,0.2117,5.3478,120.6779,1.9591,3.3455,0.1792
23-Dec-22,4.435,5.3313,4.6964,3.3449,4.7586,2.9559,3.2484,3.2763,56.8892,0.0188,0.1075,2.7674,0.2118,5.3514,120.746,1.9603,3.3489,0.1792
27-Dec-22,4.4175,5.3359,4.7015,3.3208,4.7413,2.9787,3.2577,3.2828,56.6154,0.0187,0.1071,2.7824,0.211,5.3439,120.2695,1.9514,3.3403,0.1785
28-Dec-22,4.435,5.3313,4.7135,3.317,4.768,2.9834,3.2763,3.2936,56.8546,0.0188,0.1075,2.7783,0.2118,5.354,120.746,1.957,3.3455,0.1796
29-Dec-22,4.428,5.3313,4.7087,3.3046,4.7767,2.9893,3.2573,3.2816,56.8297,0.0187,0.1073,2.802,0.2115,5.3502,120.562,1.9528,3.3399,0.1788
30-Dec-22,4.415,5.3271,4.7099,3.3335,4.7867,2.9876,3.2572,3.2866,56.6254,0.0187,0.1069,2.7967,0.2109,5.333,120.2146,1.9475,3.3325,0.1783
3-Jan-23,4.4,5.3038,4.6952,3.3687,4.7624,2.9902,3.2413,3.2808,56.36,0.0186,0.1065,2.7812,0.2102,5.3158,119.8029,1.9409,3.3235,0.178
4-Jan-23,4.406,5.2828,4.6521,3.363,4.7143,2.9714,3.2259,3.2786,56.382,0.0187,0.1067,2.759,0.2104,5.3226,119.9564,1.941,3.3224,0.1778
5-Jan-23,4.4045,5.3176,4.6815,3.3391,4.7442,3.0087,3.265,3.2868,56.3433,0.0187,0.1066,2.7744,0.2104,5.328,119.9156,1.9411,3.3244,0.1665
6-Jan-23,4.397,5.2434,4.63,3.2928,4.7002,2.9774,3.2448,3.271,56.2679,0.0187,0.1065,2.7446,0.21,5.3235,119.7114,1.9275,3.3287,0.1617
9-Jan-23,4.383,5.3074,4.6727,3.3251,4.7271,3.0241,3.2633,3.2845,56.1351,0.0187,0.1061,2.7878,0.2093,5.3273,119.3303,1.9205,3.3114,0.1611
10-Jan-23,4.373,5.3237,4.6914,3.3203,4.745,3.0224,3.2649,3.2857,56.002,0.0186,0.1059,2.7867,0.2089,5.3212,119.058,1.9156,3.3183,0.1584
11-Jan-23,4.3735,5.3182,4.6991,3.3065,4.743,3.0171,3.2572,3.2844,55.9955,0.0187,0.1059,2.7877,0.2089,5.358,119.0749,1.9137,3.342,0.158
12-Jan-23,4.3655,5.3045,4.6982,3.3093,4.687,3.0179,3.2506,3.2812,55.8856,0.0186,0.1058,2.78,0.2085,5.3478,118.8506,1.9102,3.3444,0.147
13-Jan-23,4.333,5.2902,4.7022,3.3531,4.6682,3.0184,3.2379,3.2795,55.4862,0.0185,0.105,2.7636,0.207,5.3418,117.969,1.8949,3.3206,0.1466
16-Jan-23,4.333,5.3058,4.6983,3.3887,4.6828,3.0275,3.2372,3.2853,55.4791,0.0185,0.1051,2.7723,0.207,5.3306,117.969,1.8938,3.3297,0.1461
17-Jan-23,4.3195,5.2685,4.6776,3.3637,4.6667,3.0087,3.2229,3.2705,55.3034,0.0184,0.1047,2.7621,0.2063,5.2899,117.5982,1.8873,3.3077,0.1457
18-Jan-23,4.3275,5.3107,4.6672,3.3587,4.6895,3.0206,3.2308,3.2759,55.3283,0.0185,0.1048,2.7809,0.2067,5.301,117.816,1.8856,3.3079,0.1463
19-Jan-23,4.323,5.3264,4.6637,3.3662,4.7156,2.9868,3.198,3.2704,55.2478,0.0184,0.1047,2.778,0.2065,5.3079,117.6935,1.8826,3.3256,0.1458
20-Jan-23,4.3005,5.3266,4.6583,3.3432,4.6938,2.9729,3.1948,3.2538,54.9174,0.0183,0.1041,2.7523,0.2054,5.2932,117.0809,1.8704,3.3034,0.1441
25-Jan-23,4.278,5.2726,4.6575,3.2823,4.6366,3.0299,3.2005,3.241,54.6297,0.0182,0.1038,2.7717,0.2043,5.2425,116.4684,1.848,3.2716,0.1433
26-Jan-23,4.2555,5.28,4.6453,3.2928,4.6392,3.0235,3.1772,3.2409,54.35,0.0181,0.1032,2.7576,0.2033,5.2181,115.8558,1.8361,3.2597,0.1424
27-Jan-23,4.2285,5.251,4.6078,3.2616,4.5992,3.0145,3.1761,3.226,54.008,0.018,0.1027,2.7515,0.202,5.1918,115.1208,1.8244,3.239,0.1415
30-Jan-23,4.236,5.2526,4.6062,3.2563,4.5998,3.0158,3.1844,3.2283,54.0993,0.0181,0.103,2.7547,0.2023,5.1966,115.3249,1.691,3.2473,0.1415
31-Jan-23,4.2475,5.2503,4.6102,3.2597,4.5939,2.9949,3.1733,3.2324,54.1994,0.0181,0.1032,2.7473,0.2029,5.2101,115.638,1.6147,3.2573,0.1412
2-Feb-23,4.233,5.2466,4.6643,3.2951,4.6681,3.0249,3.1879,3.245,53.9892,0.0181,0.1027,2.7627,0.2022,5.1775,115.2433,1.5842,3.2293,0.1402
3-Feb-23,4.2625,5.2047,4.6448,3.3136,4.6633,3.0138,3.1988,3.2513,54.3416,0.0182,0.1034,2.7587,0.2036,5.1952,116.0464,1.5732,3.2418,0.1408
7-Feb-23,4.3085,5.1857,4.6256,3.2506,4.645,2.9707,3.2068,3.247,54.9028,0.0183,0.1048,2.7208,0.2058,5.2063,117.2988,1.5657,3.2549,0.1427
8-Feb-23,4.296,5.1793,4.6105,3.283,4.6622,2.9922,3.2072,3.2441,54.7394,0.0182,0.1045,2.7159,0.2052,5.184,116.9584,1.5543,3.2464,0.1418
9-Feb-23,4.306,5.1948,4.6145,3.2742,4.6748,2.983,3.2015,3.245,54.8622,0.0183,0.1047,2.7164,0.2057,5.2093,117.2307,1.5687,3.2622,0.1418
10-Feb-23,4.326,5.2416,4.644,3.2881,4.6897,3.0031,3.2165,3.2633,55.1097,0.0184,0.1052,2.7375,0.2066,5.2414,117.7752,1.6039,3.2767,0.1418
13-Feb-23,4.34,5.2293,4.6321,3.2955,4.6942,2.9989,3.2492,3.2618,55.2877,0.0184,0.1057,2.7368,0.2073,5.2593,118.1563,1.6233,3.2878,0.1422
14-Feb-23,4.35,5.2846,4.6693,3.2921,4.7375,3.0306,3.2614,3.2762,55.4151,0.0184,0.1061,2.7683,0.2078,5.2665,118.4286,1.6128,3.2866,0.1425
15-Feb-23,4.36,5.3103,4.6818,3.2852,4.7296,3.0433,3.268,3.2823,55.5715,0.0185,0.1064,2.7601,0.2082,5.2584,118.7008,1.6299,3.2927,0.1425
16-Feb-23,4.419,5.3112,4.7235,3.2952,4.7832,3.0367,3.2969,3.3063,56.312,0.0187,0.1079,2.7672,0.2111,5.3392,120.3071,1.6603,3.3353,0.1447
17-Feb-23,4.4265,5.2956,4.7187,3.2975,4.7725,3.0386,3.2864,3.3089,56.3943,0.0187,0.1081,2.7639,0.2114,5.3523,120.5113,1.6646,3.3445,0.1448
20-Feb-23,4.425,5.3184,4.7255,3.2923,4.7812,3.0386,3.2797,3.3088,56.4291,0.0186,0.1082,2.7568,0.2113,5.3465,120.4705,1.6834,3.3387,0.1445
21-Feb-23,4.4325,5.3321,4.7326,3.3023,4.7992,3.0604,3.2922,3.317,56.5438,0.0187,0.1084,2.7703,0.2117,5.3592,120.6746,1.6934,3.3487,0.145
22-Feb-23,4.442,5.3877,4.7343,3.2951,4.7923,3.0463,3.2832,3.316,56.6379,0.0187,0.1091,2.7627,0.2122,5.3607,120.9333,1.6905,3.3532,0.1452
23-Feb-23,4.4365,5.3473,4.708,3.2898,4.7668,3.0261,3.2768,3.3102,56.5631,0.0186,0.1091,2.7644,0.2119,5.3558,120.7835,1.6956,3.3465,0.1448
24-Feb-23,4.434,5.3319,4.7023,3.3007,4.7519,3.0229,3.2758,3.3039,56.5086,0.0186,0.1093,2.7664,0.2118,5.3669,120.7155,1.6867,3.3494,0.1448
27-Feb-23,4.4545,5.3283,4.7015,3.2688,4.7373,2.9988,3.2761,3.301,56.7579,0.0187,0.1098,2.7478,0.2128,5.3717,121.2736,1.712,3.3642,0.1454
28-Feb-23,4.4685,5.3904,4.7411,3.2812,4.7756,3.0145,3.2916,3.3169,56.9522,0.0188,0.1102,2.7557,0.2134,5.4064,121.6547,1.719,3.3713,0.1459
1-Mar-23,4.498,5.405,4.7539,3.2985,4.7729,3.0128,3.2936,3.3323,57.3056,0.0189,0.1106,2.7744,0.2148,5.4426,122.4579,1.7201,3.4006,0.1469
2-Mar-23,4.47,5.3734,4.7664,3.2806,4.7533,3.019,3.2871,3.3286,56.9485,0.0188,0.1096,2.7902,0.2135,5.422,121.6956,1.7094,3.3861,0.1459
3-Mar-23,4.474,5.3554,4.7478,3.2749,4.7535,3.0182,3.2933,3.324,56.9962,0.0189,0.1099,2.7866,0.2137,5.4326,121.8045,1.5874,3.3854,0.1454
6-Mar-23,4.4725,5.38,4.7529,3.2926,4.7727,3.0196,3.2867,3.3258,56.9756,0.0189,0.1099,2.7801,0.2136,5.4736,121.7636,1.6065,3.4102,0.1455
7-Mar-23,4.4765,5.3823,4.7805,3.2892,4.8072,3.0125,3.288,3.3262,57.0287,0.0189,0.1102,2.7727,0.2138,5.469,121.8725,1.6241,3.4155,0.1452
8-Mar-23,4.51,5.3362,4.7578,3.2849,4.7879,2.9719,3.2799,3.331,57.4533,0.0191,0.1111,2.7572,0.2154,5.4979,122.7846,1.6289,3.4414,0.1468
9-Mar-23,4.5215,5.3553,4.7688,3.301,4.8063,2.9788,3.2748,3.3405,57.6024,0.0191,0.1114,2.7613,0.216,5.5171,123.0977,1.6264,3.4438,0.1464
10-Mar-23,4.5225,5.396,4.7934,3.3272,4.8543,2.9778,3.2702,3.3422,57.6133,0.0191,0.1114,2.7608,0.216,5.5136,123.1249,1.6268,3.4478,0.1464
13-Mar-23,4.5155,5.4522,4.8235,3.3606,4.913,2.9854,3.2813,3.3447,57.5329,0.0191,0.1112,2.7761,0.2157,5.5091,122.9477,1.6288,3.4399,0.1459
14-Mar-23,4.49,5.4607,4.8128,3.37,4.9211,2.9863,3.2671,3.3307,57.281,0.019,0.1106,2.7894,0.2145,5.4581,122.2434,1.5925,3.4169,0.1453
15-Mar-23,4.48,5.4454,4.8086,3.3325,4.8983,2.9908,3.2717,3.329,57.0777,0.019,0.1102,2.7901,0.214,5.4461,121.9712,1.6078,3.3942,0.145
16-Mar-23,4.5065,5.4421,4.7724,3.3798,4.8369,2.991,3.2786,3.3368,57.4204,0.0191,0.1109,2.7832,0.2152,5.4356,122.6926,1.5903,3.4099,0.1458
17-Mar-23,4.4965,5.4464,4.7744,3.3708,4.8391,2.9958,3.2748,3.3388,57.2835,0.0191,0.1105,2.7878,0.2148,5.4422,122.427,1.5868,3.3968,0.146
20-Mar-23,4.47,5.4503,4.7744,3.3707,4.8236,3.0056,3.2647,3.3362,56.9525,0.0189,0.1099,2.8049,0.2135,5.4156,121.7055,1.6066,3.3841,0.1444
21-Mar-23,4.4725,5.4898,4.7932,3.4096,4.8159,2.9975,3.2701,3.3436,57.0548,0.019,0.1099,2.7906,0.2136,5.4202,121.7736,1.5866,3.3825,0.1447
22-Mar-23,4.469,5.4611,4.8127,3.3719,4.8455,2.9833,3.2594,3.3424,56.947,0.0189,0.1098,2.7641,0.2134,5.4054,121.6717,1.5862,3.3791,0.1446
23-Mar-23,4.4375,5.4544,4.8298,3.3899,4.845,2.9789,3.2376,3.3411,56.5456,0.0189,0.1089,2.7699,0.2119,5.3782,120.8173,1.568,3.3556,0.1436
24-Mar-23,4.425,5.4346,4.7936,3.3899,4.8292,2.9559,3.2263,3.3335,56.3737,0.0188,0.1087,2.7625,0.2113,5.3787,120.4902,1.5643,3.3617,0.143
27-Mar-23,4.429,5.4171,4.766,3.3862,4.8141,2.942,3.225,3.3235,56.4243,0.0188,0.1088,2.7464,0.2115,5.379,120.5991,1.5664,3.3559,0.1433
28-Mar-23,4.387,5.4006,4.745,3.3541,4.7966,2.9274,3.2153,3.3011,55.8864,0.0187,0.1079,2.7254,0.2095,5.337,119.4522,1.5466,3.3285,0.142
29-Mar-23,4.396,5.4229,4.7686,3.3479,4.7798,2.9449,3.2343,3.3116,56.0018,0.0187,0.1082,2.7506,0.21,5.3503,119.6875,1.5506,3.3427,0.1423
30-Mar-23,4.421,5.44,4.7917,3.333,4.8091,2.951,3.258,3.3249,56.3217,0.0188,0.1087,2.7465,0.2112,5.3757,120.3779,1.5594,3.3556,0.1435
31-Mar-23,4.415,5.4742,4.8192,3.3134,4.8333,2.9669,3.2655,3.3254,56.2445,0.0188,0.1086,2.77,0.2109,5.3776,120.2048,1.5565,3.351,0.1433
3-Apr-23,4.4225,5.4428,4.7823,3.3243,4.8238,2.9485,3.275,3.3188,56.3394,0.0188,0.1088,2.7521,0.2112,5.3812,120.4155,1.5781,3.3639,0.1431
4-Apr-23,4.4045,5.4664,4.8013,3.3228,4.8247,2.9893,3.279,3.3188,56.1208,0.0188,0.1084,2.7753,0.2104,5.3579,119.9254,1.5457,3.3433,0.1425
5-Apr-23,4.398,5.4911,4.8206,3.3433,4.8559,2.9726,3.2731,3.3184,56.0273,0.0187,0.1082,2.7743,0.2101,5.3562,119.7354,1.5252,3.3384,0.1423
6-Apr-23,4.4055,5.484,4.7991,3.3587,4.8575,2.955,3.2717,3.3158,56.1221,0.0188,0.1082,2.7788,0.2104,5.3758,119.9461,1.5264,3.3576,0.1426
7-Apr-23,4.401,5.474,4.8044,3.3405,4.8646,2.937,3.2617,3.3072,56.0641,0.0188,0.1082,2.7504,0.2102,5.3776,119.8301,1.5268,3.3589,0.1424
10-Apr-23,4.4075,5.4728,4.8059,3.3238,4.8661,2.9352,3.2623,3.3093,56.1476,0.0188,0.1084,2.7518,0.2105,5.3826,120.0071,1.5521,3.3642,0.1426
11-Apr-23,4.4165,5.4754,4.804,3.3106,4.8608,2.9398,3.2708,3.3158,56.2637,0.0188,0.1084,2.751,0.2109,5.387,120.2554,1.5415,3.3669,0.1429
12-Apr-23,4.4175,5.4907,4.8261,3.3044,4.8942,2.941,3.2817,3.3154,56.275,0.0188,0.1084,2.7371,0.211,5.3826,120.2794,1.5299,3.3616,0.1434
13-Apr-23,4.402,5.4994,4.8431,3.3057,4.9157,2.9458,3.2754,3.3156,56.0932,0.0188,0.1081,2.7341,0.2102,5.3678,119.8639,1.5287,3.3519,0.1425
14-Apr-23,4.3905,5.4973,4.8535,3.3115,4.9384,2.9781,3.2926,3.3126,55.9317,0.0187,0.1077,2.7676,0.2097,5.3756,119.5507,1.5412,3.3523,0.1421
17-Apr-23,4.416,5.4723,4.8459,3.2992,4.9308,2.9565,3.3023,3.3139,56.2566,0.0188,0.1084,2.7364,0.2109,5.3956,120.2516,1.5525,3.3718,0.1429
18-Apr-23,4.4315,5.4835,4.8414,3.2976,4.9332,2.9695,3.3087,3.3218,56.4547,0.0189,0.1087,2.7422,0.2117,5.4046,120.6737,1.5578,3.3786,0.1434
19-Apr-23,4.4295,5.5065,4.8649,3.3052,4.9431,2.9846,3.3087,3.3266,56.4408,0.0188,0.1086,2.752,0.2116,5.3949,120.616,1.5605,3.3743,0.1434
20-Apr-23,4.4315,5.5072,4.8556,3.2864,4.936,2.9713,3.2919,3.3203,56.4605,0.0188,0.1086,2.7307,0.2117,5.3852,120.6704,1.578,3.3682,0.1434
25-Apr-23,4.429,5.5354,4.898,3.298,4.9924,2.9654,3.273,3.3235,56.4279,0.0189,0.1079,2.7342,0.2115,5.4039,120.6056,1.5618,3.3795,0.1433
26-Apr-23,4.463,5.5393,4.8997,3.3382,5.0031,2.9603,3.276,3.3361,56.8575,0.019,0.1086,2.743,0.2132,5.4433,121.5298,1.5744,3.4051,0.1444
27-Apr-23,4.461,5.5635,4.9274,3.3404,5.009,2.9481,3.2712,3.3407,56.8313,0.019,0.1083,2.7321,0.2131,5.4562,121.477,1.5722,3.4098,0.1441
28-Apr-23,4.4595,5.5728,4.9211,3.3271,4.9902,2.9589,3.2784,3.3417,56.81,0.019,0.108,2.7426,0.213,5.4569,121.4329,1.5716,3.4055,0.1443
2-May-23,4.4655,5.5785,4.9027,3.2494,4.9855,2.9571,3.2947,3.3418,56.8864,0.019,0.1081,2.7548,0.2133,5.4597,121.5979,1.5734,3.4106,0.1445
3-May-23,4.4595,5.5666,4.913,3.2693,5.0006,2.974,3.2737,3.3426,56.8093,0.019,0.1079,2.7767,0.213,5.4537,121.4329,1.5716,3.4038,0.1443
5-May-23,4.4375,5.5846,4.8923,3.3082,5.0124,2.9758,3.2817,3.3446,56.5387,0.0189,0.1074,2.793,0.2119,5.4304,120.8338,1.5633,3.3903,0.1434
8-May-23,4.4425,5.6129,4.8979,3.2933,4.9899,2.996,3.3195,3.3512,56.6043,0.0189,0.1073,2.7988,0.2122,5.4356,120.9815,1.5864,3.3941,0.1438
9-May-23,4.44,5.5986,4.8796,3.2837,4.986,3.0083,3.3199,3.3485,56.5677,0.0189,0.1072,2.8141,0.2121,5.4273,120.9052,1.5642,3.3924,0.1437
10-May-23,4.4485,5.6178,4.8796,3.2914,4.998,3.009,3.325,3.3534,56.7527,0.019,0.1076,2.8188,0.2125,5.4181,121.1432,1.5672,3.3888,0.144
11-May-23,4.4495,5.6228,4.8911,3.3184,5.0053,3.0208,3.3285,3.361,56.8492,0.019,0.1076,2.8379,0.2125,5.4315,121.1672,1.535,3.3918,0.144
12-May-23,4.4755,5.6024,4.8881,3.3269,5.009,3.0002,3.3184,3.3621,57.0887,0.0191,0.1084,2.818,0.2138,5.4513,121.8719,1.5138,3.4073,0.1448
15-May-23,4.495,5.5967,4.8786,3.3082,5.0033,2.9896,3.3144,3.3585,57.3064,0.0192,0.1089,2.7847,0.2147,5.4654,122.4095,1.5955,3.419,0.1455
16-May-23,4.4925,5.6293,4.8885,3.3051,5.0201,3.0129,3.3367,3.3639,57.3261,0.0192,0.109,2.8101,0.2146,5.4628,122.3348,1.5769,3.4117,0.1454
17-May-23,4.515,5.6377,4.9078,3.3093,5.0396,3.0063,3.3509,3.37,57.6029,0.0193,0.1095,2.8162,0.2156,5.4866,122.9542,1.5834,3.4325,0.1461
18-May-23,4.5255,5.6496,4.907,3.2926,5.037,3.0126,3.3617,3.3718,57.8087,0.0193,0.1098,2.8305,0.2161,5.4924,123.2401,1.5879,3.4332,0.1465
19-May-23,4.545,5.6417,4.8968,3.2838,5.0243,3.0133,3.3674,3.3734,58.115,0.0194,0.1103,2.8361,0.2171,5.4941,123.7813,1.5906,3.4388,0.1471
22-May-23,4.536,5.655,4.9098,3.2947,5.0518,3.0228,3.363,3.3756,57.9992,0.0193,0.11,2.8518,0.2166,5.4713,123.5227,1.6072,3.4295,0.1468
23-May-23,4.549,5.6587,4.9179,3.2834,5.0646,3.0283,3.3704,3.3795,58.1149,0.0194,0.1103,2.8641,0.2173,5.4923,123.8767,1.5874,3.4324,0.1472
24-May-23,4.5825,5.694,4.9367,3.3081,5.0857,3.0297,3.3944,3.4023,58.489,0.0195,0.1111,2.8648,0.2189,5.5297,124.7856,1.597,3.4588,0.1488
25-May-23,4.6105,5.7004,4.9563,3.3073,5.0973,3.0157,3.3906,3.4143,58.8927,0.0196,0.1118,2.8103,0.2202,5.5767,125.5515,1.6041,3.4858,0.1492
26-May-23,4.6305,5.7064,4.9662,3.31,5.1149,3.0101,3.3922,3.4187,59.1006,0.0197,0.1123,2.8061,0.2212,5.5961,126.0978,1.6193,3.4976,0.1499
29-May-23,4.6175,5.7008,4.95,3.2805,5.0971,3.0148,3.3931,3.4129,58.9437,0.0197,0.1119,2.7982,0.2205,5.5919,125.7421,1.6397,3.4947,0.1494
30-May-23,4.6095,5.698,4.9386,3.2872,5.0996,3.0146,3.3926,3.4075,58.8863,0.0196,0.1118,2.7906,0.2202,5.5796,125.5071,1.6155,3.4865,0.1492
31-May-23,4.6035,5.7187,4.9419,3.2959,5.0822,3.0003,3.3834,3.4079,58.7425,0.0196,0.1115,2.7819,0.2199,5.5713,125.3369,1.6147,3.4784,0.1495
1-Jun-23,4.6095,5.734,4.9262,3.3115,5.0623,2.9929,3.3948,3.4084,58.8648,0.0196,0.1115,2.7703,0.2202,5.5781,125.5003,1.6168,3.4824,0.1492
2-Jun-23,4.602,5.7642,4.9527,3.3119,5.084,3.0263,3.4218,3.4141,58.7638,0.0196,0.1114,2.7902,0.2198,5.5872,125.2893,1.6122,3.4902,0.1489
6-Jun-23,4.5975,5.717,4.9267,3.2942,5.0751,3.0408,3.4203,3.4076,58.6562,0.0196,0.111,2.7925,0.2196,5.5717,125.1736,1.6112,3.4756,0.1493
7-Jun-23,4.603,5.7225,4.9257,3.3024,5.0767,3.0762,3.4371,3.4158,58.6859,0.0196,0.1113,2.8009,0.2198,5.5784,125.3233,1.6059,3.4825,0.149
8-Jun-23,4.6075,5.7361,4.9342,3.2928,5.0676,3.0704,3.4486,3.4171,58.7586,0.0196,0.1113,2.788,0.2201,5.5769,125.4424,1.6075,3.4883,0.1489
9-Jun-23,4.607,5.7843,4.9673,3.3136,5.1234,3.0918,3.446,3.4303,58.7976,0.0196,0.1112,2.807,0.22,5.5832,125.4322,1.6037,3.4872,0.1489
12-Jun-23,4.6175,5.807,4.962,3.3121,5.1096,3.1143,3.4606,3.4365,58.9174,0.0197,0.1116,2.8264,0.2205,5.6007,125.7181,1.6288,3.4994,0.1494
13-Jun-23,4.623,5.7868,4.9748,3.3105,5.0858,3.1187,3.4586,3.4402,59.0064,0.0197,0.1119,2.8293,0.2208,5.6094,125.8679,1.608,3.5051,0.1496
14-Jun-23,4.6215,5.8268,4.9866,3.3002,5.1035,3.1278,3.471,3.4427,59.0068,0.0197,0.1119,2.8436,0.2207,5.6195,125.827,1.6106,3.5066,0.1496
15-Jun-23,4.6225,5.8514,5.0099,3.2932,5.1316,3.1387,3.4672,3.4444,59.0418,0.0197,0.1119,2.862,0.2208,5.6341,125.8577,1.6094,3.519,0.1496
16-Jun-23,4.6135,5.897,5.0481,3.2917,5.1715,3.1732,3.4879,3.4508,59.0041,0.0196,0.1117,2.8788,0.2203,5.6309,125.6092,1.6047,3.5086,0.1493
19-Jun-23,4.619,5.9223,5.0518,3.2541,5.1641,3.1668,3.4963,3.4497,59.0472,0.0196,0.1119,2.8712,0.2206,5.6388,125.759,1.6286,3.5234,0.1495
20-Jun-23,4.636,5.935,5.0627,3.2625,5.173,3.1747,3.5096,3.457,59.3199,0.0197,0.112,2.875,0.2214,5.6595,126.2218,1.6125,3.5361,0.15
21-Jun-23,4.651,5.9344,5.077,3.2822,5.1784,3.1541,3.5159,3.4604,59.4381,0.0198,0.1124,2.8673,0.2221,5.6725,126.6302,1.6179,3.5397,0.1505
22-Jun-23,4.646,5.9322,5.1055,3.2745,5.2056,3.1593,3.5315,3.4657,59.3696,0.0198,0.1123,2.8847,0.2219,5.67,126.4941,1.6185,3.5393,0.1504
23-Jun-23,4.665,5.9465,5.1107,3.2603,5.2111,3.1554,3.5489,3.4692,59.5865,0.0198,0.1127,2.8869,0.2228,5.6916,127.0114,1.6252,3.5575,0.1509
26-Jun-23,4.6765,5.9555,5.1002,3.2601,5.219,3.1232,3.5517,3.4607,59.7178,0.0199,0.113,2.88,0.2234,5.7041,127.3245,1.6514,3.5626,0.1513
27-Jun-23,4.676,5.9413,5.0992,3.2587,5.2164,3.1226,3.5549,3.4539,59.6988,0.0199,0.113,2.8795,0.2233,5.7021,127.3039,1.6315,3.5621,0.1513
28-Jun-23,4.661,5.9402,5.1061,3.2413,5.2148,3.1084,3.5305,3.4543,59.5104,0.0198,0.1126,2.8674,0.2226,5.6834,126.8956,1.6263,3.5512,0.1508
30-Jun-23,4.686,5.9128,5.0946,3.2345,5.2136,3.0972,3.5353,3.4563,59.7921,0.0199,0.1131,2.8435,0.2238,5.7094,127.5796,1.6353,3.5691,0.1517
3-Jul-23,4.6645,5.9195,5.0852,3.2293,5.2082,3.1038,3.5188,3.4468,59.5163,0.0198,0.1126,2.8584,0.2228,5.6843,126.9978,1.6281,3.5534,0.151
4-Jul-23,4.6655,5.9238,5.0901,3.2295,5.2047,3.1161,3.5213,3.4557,59.5594,0.0197,0.1127,2.8739,0.2228,5.6931,127.0284,1.6282,3.5576,0.151
5-Jul-23,4.6485,5.9101,5.0608,3.2177,5.1849,3.1112,3.5157,3.4452,59.3655,0.0196,0.1123,2.8821,0.222,5.6707,126.5552,1.6904,3.542,0.1504
6-Jul-23,4.665,5.9232,5.0611,3.2343,5.1905,3.1039,3.5104,3.4469,59.662,0.0196,0.1126,2.8834,0.2228,5.6631,127.0148,1.6817,3.5456,0.151
7-Jul-23,4.6685,5.9437,5.0817,3.2403,5.2072,3.0931,3.492,3.4498,59.6709,0.0197,0.1127,2.8753,0.223,5.643,127.1067,1.6854,3.5361,0.1511
10-Jul-23,4.6585,5.9745,5.1076,3.2692,5.2366,3.1133,3.5067,3.4573,59.4952,0.0197,0.1125,2.888,0.2225,5.6388,126.8344,1.676,3.5188,0.1508
11-Jul-23,4.6638,6.0015,5.1334,3.2996,5.2695,3.1184,3.5156,3.4707,59.5576,0.0197,0.1126,2.8995,0.2227,5.6513,126.9704,1.6671,3.5302,0.1509
12-Jul-23,4.65,6.0204,5.1238,3.3277,5.2937,3.1211,3.5177,3.4721,59.3934,0.0196,0.1124,2.8909,0.2221,5.642,126.603,1.6661,3.5283,0.1504
13-Jul-23,4.6205,6.003,5.1468,3.335,5.3308,3.1371,3.504,3.4739,59.0415,0.0195,0.1117,2.9142,0.2207,5.6328,125.7998,1.6628,3.5109,0.1494
14-Jul-23,4.5455,5.9639,5.1014,3.3014,5.2929,3.1264,3.4661,3.44,58.1233,0.0192,0.1098,2.9032,0.2171,5.5399,123.7511,1.6486,3.4613,0.1471
17-Jul-23,4.54,5.9444,5.0966,3.2807,5.2687,3.102,3.4333,3.4364,58.096,0.0192,0.1096,2.8859,0.2168,5.5314,123.6047,1.6563,3.4533,0.1469
18-Jul-23,4.5405,5.9383,5.1047,3.2707,5.2793,3.0928,3.4404,3.4357,58.1032,0.0192,0.1096,2.8714,0.2169,5.533,123.625,1.6274,3.4589,0.1469
20-Jul-23,4.557,5.8995,5.112,3.268,5.3155,3.0922,3.4636,3.4415,58.355,0.0193,0.11,2.8561,0.2177,5.5524,124.0642,1.6053,3.4692,0.148
21-Jul-23,4.5525,5.8618,5.0706,3.2521,5.2581,3.0843,3.4566,3.4321,58.2627,0.0192,0.1099,2.8339,0.2174,5.5462,123.9416,1.5979,3.4703,0.1478
24-Jul-23,4.5685,5.8774,5.0847,3.2241,5.2745,3.0748,3.4563,3.4343,58.4398,0.0193,0.1103,2.8201,0.2182,5.572,124.384,1.6122,3.4842,0.1478
25-Jul-23,4.5725,5.8599,5.0604,3.2318,5.2588,3.0784,3.4716,3.4331,58.5239,0.0193,0.1104,2.8322,0.2184,5.5883,124.4929,1.5864,3.4929,0.148
26-Jul-23,4.5615,5.8773,5.0386,3.2329,5.2716,3.0913,3.4584,3.4329,58.41,0.0193,0.1102,2.8345,0.2179,5.5727,124.1934,1.5958,3.4821,0.1476
27-Jul-23,4.5265,5.8575,5.0185,3.2252,5.2579,3.0649,3.4325,3.4171,58.0544,0.0191,0.1094,2.82,0.2162,5.5232,123.2405,1.579,3.4501,0.1465
28-Jul-23,4.551,5.8212,4.9972,3.263,5.2343,3.0478,3.4393,3.4182,58.3271,0.0192,0.1099,2.8096,0.2174,5.5395,123.9042,1.5889,3.4715,0.1473
31-Jul-23,4.548,5.8474,5.0128,3.2277,5.2282,3.0324,3.433,3.4169,58.3197,0.0192,0.11,2.8038,0.2172,5.5293,123.8259,1.6076,3.4558,0.1472
