target,model,horizon,origin,y_true,y_pred,lo95,hi95
diesel,"ARIMAX(1, 1, 1)",1,2025-01-31,3.08,2.9717849758536405,2.856062677953838,3.087507273753443
diesel,"ETS(add,add,None)",1,2025-01-31,3.08,2.963052376787522,,
diesel,"ARIMA(1, 1, 1)",3,2025-01-31,3.0625,3.010715404087393,2.408954861948532,3.612475946226254
diesel,"ARIMAX(1, 1, 1)",3,2025-01-31,3.0625,2.973259393849566,2.6333491919694483,3.3131695957296836
diesel,"ETS(add,add,None)",3,2025-01-31,3.0625,2.9891545196259988,,
diesel,"ARIMA(1, 1, 1)",6,2025-01-31,2.7925,3.0775064368711127,2.1862133626801885,3.968799511062037
diesel,"ARIMAX(1, 1, 1)",6,2025-01-31,2.7925,2.98536520593661,2.445084569397857,3.5256458424753627
diesel,"ETS(add,add,None)",6,2025-01-31,2.7925,3.028307733883714,,
diesel,"ARIMA(1, 1, 1)",1,2025-02-28,3.18,3.1444179667468903,2.8681859751911962,3.4206499583025844
diesel,"ARIMAX(1, 1, 1)",1,2025-02-28,3.18,3.1710696530318803,3.053144909088096,3.2889943969756645
diesel,"ETS(add,add,None)",1,2025-02-28,3.18,3.0949885266663024,,
diesel,"ARIMA(1, 1, 1)",3,2025-02-28,2.9425,3.1955386357204705,2.5962012497961577,3.794876021644783
diesel,"ARIMAX(1, 1, 1)",3,2025-02-28,2.9425,3.2042979126573,2.857082241940406,3.5515135833741938
diesel,"ETS(add,add,None)",3,2025-02-28,2.9425,3.124988581993513,,
diesel,"ARIMA(1, 1, 1)",6,2025-02-28,2.8920000000000003,3.270274027161131,2.382963938860569,4.157584115461693
diesel,"ARIMAX(1, 1, 1)",6,2025-02-28,2.8920000000000003,3.2353778215566367,2.6829091935532428,3.7878464495600306
diesel,"ETS(add,add,None)",6,2025-02-28,2.8920000000000003,3.169988664984329,,
diesel,"ARIMA(1, 1, 1)",1,2025-03-31,3.0625,3.219578654514911,2.9455459604857173,3.4936113485441047
diesel,"ARIMAX(1, 1, 1)",1,2025-03-31,3.0625,3.214734271738715,3.097555260743775,3.3319132827336553
diesel,"ETS(add,add,None)",1,2025-03-31,3.0625,3.196386457831804,,
diesel,"ARIMA(1, 1, 1)",3,2025-03-31,2.804,3.271647760748529,2.675744795475738,3.8675507260213196
diesel,"ARIMAX(1, 1, 1)",3,2025-03-31,2.804,3.218912381590857,2.8731243341542916,3.5647004290274227
diesel,"ETS(add,add,None)",3,2025-03-31,2.804,3.2291760984761435,,
diesel,"ARIMA(1, 1, 1)",6,2025-03-31,2.8925,3.3490106271006277,2.466282061255402,4.231739192945853
diesel,"ARIMAX(1, 1, 1)",6,2025-03-31,2.8925,3.260494226007016,2.7089383001071146,3.812050151906918
diesel,"ETS(add,add,None)",6,2025-03-31,2.8925,3.278360559442653,,
diesel,"ARIMA(1, 1, 1)",1,2025-04-30,2.9425,3.030422673215392,2.755861717715343,3.304983628715441
diesel,"ARIMAX(1, 1, 1)",1,2025-04-30,2.9425,2.942397390307571,2.8204292682920613,3.0643655123230804
diesel,"ETS(add,add,None)",1,2025-04-30,2.9425,3.0767474131073542,,
diesel,"ARIMA(1, 1, 1)",3,2025-04-30,2.7925,3.073815722208046,2.479531219280059,3.668100225136033
diesel,"ARIMAX(1, 1, 1)",3,2025-04-30,2.7925,2.9249741552900232,2.5689243091160394,3.281024001464007
diesel,"ETS(add,add,None)",3,2025-04-30,2.7925,3.1052158915551593,,
diesel,"ARIMA(1, 1, 1)",6,2025-04-30,2.914,3.140301980361108,2.26180359878923,4.0188003619329855
diesel,"ARIMAX(1, 1, 1)",6,2025-04-30,2.914,2.938044880585763,2.376285034390465,3.4998047267810612
diesel,"ETS(add,add,None)",6,2025-04-30,2.914,3.147918609226867,,
diesel,"ARIMA(1, 1, 1)",1,2025-05-31,2.804,2.9303474560960985,2.6571848324286633,3.2035100797635336
diesel,"ARIMAX(1, 1, 1)",1,2025-05-31,2.804,2.9138539538081565,2.793017865778629,3.034690041837684
diesel,"ETS(add,add,None)",1,2025-05-31,2.804,2.954616686130798,,
diesel,"ARIMA(1, 1, 1)",3,2025-05-31,2.8920000000000003,2.9699927232073637,2.374635086081238,3.5653503603334893
diesel,"ARIMAX(1, 1, 1)",3,2025-05-31,2.8920000000000003,2.934247106565673,2.5822244066625695,3.286269806468776
diesel,"ETS(add,add,None)",3,2025-05-31,2.8920000000000003,2.9788236324630155,,
diesel,"ARIMA(1, 1, 1)",6,2025-05-31,2.9250000000000003,3.0307416612567963,2.149138344920778,3.9123449775928147
diesel,"ARIMAX(1, 1, 1)",6,2025-05-31,2.9250000000000003,2.94395769083962,2.389073962613886,3.4988414190653536
diesel,"ETS(add,add,None)",6,2025-05-31,2.9250000000000003,3.0151340519613417,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-01-31,121.2,122.00578194294167,118.35026577398361,125.66129811189973
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-01-31,121.2,121.56186695524829,119.87995238355906,123.24378152693752
cpi_transport,"ETS(add,add,None)",1,2024-01-31,121.2,121.6999000239943,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-01-31,121.5,123.355914386599,112.69655469538688,134.0152740778111
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-01-31,121.5,121.74512236256601,118.72323940445298,124.76700532067903
cpi_transport,"ETS(add,add,None)",3,2024-01-31,121.5,122.4997600619865,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-01-31,121.9,125.36805440179928,108.48766989392918,142.24843890966937
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-01-31,121.9,150.55113421245062,146.22446560271447,154.87780282218677
cpi_transport,"ETS(add,add,None)",6,2024-01-31,121.9,123.69955011897481,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-02-29,121.7,121.18173902272231,117.55873194277798,124.80474610266664
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-02-29,121.7,121.11443515984612,119.44804678912627,122.78082353056598
cpi_transport,"ETS(add,add,None)",1,2024-02-29,121.7,121.10017996001,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-02-29,121.4,122.28236921392072,111.72810437852186,132.83663404931957
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-02-29,121.4,121.31654400289047,118.32195919557306,124.31112881020788
cpi_transport,"ETS(add,add,None)",3,2024-02-29,121.4,120.90043990002519,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-02-29,122.1,124.17586244889354,107.46182248887101,140.88990240891607
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-02-29,122.1,157.4720753092221,153.1842348746241,161.7599157438201
cpi_transport,"ETS(add,add,None)",6,2024-02-29,122.1,120.60082981004798,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-03-31,121.5,122.64147737693722,119.05416815424205,126.22878659963239
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-03-31,121.5,122.01782771484763,120.3613427600614,123.67431266963385
cpi_transport,"ETS(add,add,None)",1,2024-03-31,121.5,122.1997700699838,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-03-31,121.3,124.02656610914465,113.58566562748686,134.46746659080245
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-03-31,121.3,122.20694628101153,119.22960740607579,125.18428515594726
cpi_transport,"ETS(add,add,None)",3,2024-03-31,121.3,123.1994301739594,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-03-31,122.2,125.99794184739349,109.46491043348836,142.53097326129864
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-03-31,122.2,155.53266060378297,151.26927575449358,159.79604545307237
cpi_transport,"ETS(add,add,None)",6,2024-03-31,122.2,124.6989203299228,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-04-30,121.4,121.24187997869399,117.67762272393038,124.80613723345759
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-04-30,121.4,121.35727268400912,119.71207384875687,123.00247151926136
cpi_transport,"ETS(add,add,None)",1,2024-04-30,121.4,121.30026990602727,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-04-30,121.9,122.23087713890365,111.88298698524113,132.57876729256617
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-04-30,121.9,150.21744946540008,147.26048937741743,153.17440955338273
cpi_transport,"ETS(add,add,None)",3,2024-04-30,121.9,120.90066976406783,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-04-30,121.9,124.03714229902859,107.65366532014588,140.4206192779113
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-04-30,121.9,147.4018920873144,143.1676696666801,151.6361145079487
cpi_transport,"ETS(add,add,None)",6,2024-04-30,121.9,120.30126955112867,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-05-31,121.3,121.95659281210827,118.42856935426728,125.48461626994926
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-05-31,121.3,121.70817401970245,120.08012497796328,123.33622306144163
cpi_transport,"ETS(add,add,None)",1,2024-05-31,121.3,121.29990010496213,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-05-31,122.1,123.16632108483807,112.92786114474536,133.4047810249308
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-05-31,122.1,157.6861409501892,154.75963979680074,160.61264210357768
cpi_transport,"ETS(add,add,None)",3,2024-05-31,122.1,121.09972026090519,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-05-31,121.7,125.00161703302624,108.79219316944177,141.2110408966107
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-05-31,121.7,145.26801723827367,141.0772396767721,149.45879479977523
cpi_transport,"ETS(add,add,None)",6,2024-05-31,121.7,120.79945049481977,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-06-30,121.9,121.34329995551676,117.84596617122598,124.84063373980753
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-06-30,121.9,149.8268838188303,148.2097494795294,151.44401815813123
cpi_transport,"ETS(add,add,None)",1,2024-06-30,121.9,121.20000994304186,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-06-30,122.2,122.37199373722201,112.2295530125846,132.51443446185942
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-06-30,122.2,154.53496011253543,151.63441785590865,157.4355023691622
cpi_transport,"ETS(add,add,None)",3,2024-06-30,122.2,121.0000298491046,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-06-30,121.4,124.11967836818398,108.05585295639422,140.18350377997373
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-06-30,121.4,144.99611131926437,140.8452315665389,149.14699107198985
cpi_transport,"ETS(add,add,None)",6,2024-06-30,121.4,120.70005970819872,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-07-31,122.1,122.83980344348652,119.3735777256935,126.30602916127954
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-07-31,122.1,121.05442523078264,117.91208041141586,124.19677005014942
cpi_transport,"ETS(add,add,None)",1,2024-07-31,122.1,122.49979001997232,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-07-31,121.9,124.14064537306625,114.09671267701356,134.18457806911894
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-07-31,121.9,119.22690351045287,110.66363672743853,127.79017029346721
cpi_transport,"ETS(add,add,None)",3,2024-07-31,121.9,123.69951005792836,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-07-31,121.8,125.96555100909455,110.05635413922637,141.87474787896275
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-07-31,121.8,119.60587597388516,106.21723959899818,132.99451234877216
cpi_transport,"ETS(add,add,None)",6,2024-07-31,121.8,125.49909011486243,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-08-31,122.2,122.15488859549808,118.71631559437493,125.59346159662122
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-08-31,122.2,122.41310573186618,119.29090679272116,125.5353046710112
cpi_transport,"ETS(add,add,None)",1,2024-08-31,122.2,122.30018993201378,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-08-31,121.7,123.17162915978291,113.22478123765538,133.11847708191044
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-08-31,121.7,121.14423492178477,112.6663301165216,129.62213972704794
cpi_transport,"ETS(add,add,None)",3,2024-08-31,121.7,122.70048983803736,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-08-31,122.3,124.89536411489887,109.1415203039149,140.64920792588282
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-08-31,122.3,123.1589980864619,109.93327900433856,136.38471716858527
cpi_transport,"ETS(add,add,None)",6,2024-08-31,122.3,123.30093969707272,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-09-30,121.9,122.70229966669199,119.29627297034546,126.10832636303851
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-09-30,121.9,120.91305602941985,117.81988081293942,124.00623124590028
cpi_transport,"ETS(add,add,None)",1,2024-09-30,121.9,122.2999900769757,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-09-30,121.4,123.83932344939414,113.987180384011,133.6914665147773
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-09-30,121.4,121.04138865509668,112.64846570995843,129.43431160023493
cpi_transport,"ETS(add,add,None)",3,2024-09-30,121.4,122.49995019294072,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-09-30,122.6,125.5738609367256,109.9701040532925,141.17761782015867
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-09-30,122.6,123.55508365560148,110.4602556314558,136.64991167974716
cpi_transport,"ETS(add,add,None)",6,2024-09-30,122.6,122.79989036688823,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-10-31,121.7,121.78691826617106,118.4057841704146,125.16805236192751
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-10-31,121.7,122.4273181142546,119.35306155255684,125.50157467595237
cpi_transport,"ETS(add,add,None)",1,2024-10-31,121.7,121.60010997403,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-10-31,121.8,122.70749844842514,112.9336478958277,132.48134900102258
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-10-31,121.8,123.35384383869587,114.9566896139096,131.75099806348211
cpi_transport,"ETS(add,add,None)",3,2024-10-31,121.8,121.00024992407461,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-10-31,122.3,124.34241292035072,108.85709724329989,139.82772859740157
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-10-31,122.3,125.05993880287174,111.9276598782628,138.19221772748068
cpi_transport,"ETS(add,add,None)",6,2024-10-31,122.3,120.10045984914152,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-11-30,121.4,122.03113140035498,118.68081065262767,125.38145214808229
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-11-30,121.4,121.63531940697435,118.58324904973723,124.68738976421146
cpi_transport,"ETS(add,add,None)",1,2024-11-30,121.4,121.49993003498342,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-11-30,122.3,123.06394085444629,113.37745409721629,132.7504276116763
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-11-30,122.3,123.21053148746118,114.89168374602515,131.52937922889723
cpi_transport,"ETS(add,add,None)",3,2024-11-30,122.3,121.09981008295544,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-11-30,122.3,124.69518374467188,109.34837150354227,140.0419959858015
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-11-30,122.3,123.35456693357074,110.3497223951045,136.35941147203698
cpi_transport,"ETS(add,add,None)",6,2024-11-30,122.3,120.49963015491348,,
cpi_transport,"ARIMA(1, 1, 1)",1,2024-12-31,121.8,121.36721860349508,118.04286289976048,124.69157430722967
cpi_transport,"ARIMAX(1, 1, 1)",1,2024-12-31,121.8,121.5632814540109,118.5379952913244,124.5885676166974
cpi_transport,"ETS(add,add,None)",1,2024-12-31,121.8,121.10003996701377,,
cpi_transport,"ARIMA(1, 1, 1)",3,2024-12-31,122.6,122.26228631818738,112.65234294961417,131.8722296867606
cpi_transport,"ARIMAX(1, 1, 1)",3,2024-12-31,122.6,123.5611319038824,115.31257941974062,131.80968438802418
cpi_transport,"ETS(add,add,None)",3,2024-12-31,122.6,120.50009991503433,,
cpi_transport,"ARIMA(1, 1, 1)",6,2024-12-31,122.1,123.819638574992,108.58860304548173,139.05067410450226
cpi_transport,"ARIMAX(1, 1, 1)",6,2024-12-31,122.1,122.33881103461688,109.44598792944896,135.2316341397848
cpi_transport,"ETS(add,add,None)",6,2024-12-31,122.1,119.60018983706516,,
cpi_transport,"ARIMA(1, 1, 1)",1,2025-01-31,122.3,122.56338400584093,119.26638197341306,125.8603860382688
cpi_transport,"ARIMAX(1, 1, 1)",1,2025-01-31,122.3,123.17607454209985,120.17684988749514,126.17529919670457
cpi_transport,"ETS(add,add,None)",1,2025-01-31,122.3,122.1997800259862,,
cpi_transport,"ARIMA(1, 1, 1)",3,2025-01-31,122.3,123.69765911962,114.17277383385624,133.22254440538376
cpi_transport,"ARIMAX(1, 1, 1)",3,2025-01-31,122.3,123.57031798250657,115.39340308044584,131.7472328845673
cpi_transport,"ETS(add,add,None)",3,2025-01-31,122.3,122.99948006996522,,
cpi_transport,"ARIMA(1, 1, 1)",6,2025-01-31,122.3,125.31132016449033,110.21626458381188,140.40637574516876
cpi_transport,"ARIMAX(1, 1, 1)",6,2025-01-31,122.3,123.16432404043971,110.38699920920408,135.94164887167534
cpi_transport,"ETS(add,add,None)",6,2025-01-31,122.3,124.19903013593374,,
cpi_transport,"ARIMA(1, 1, 1)",1,2025-02-28,122.6,122.6656899273157,119.39652626772939,125.93485358690201
cpi_transport,"ARIMAX(1, 1, 1)",1,2025-02-28,122.6,122.48946092684457,119.5081095344527,125.47081231923644
cpi_transport,"ETS(add,add,None)",1,2025-02-28,122.6,122.80003993101327,,
cpi_transport,"ARIMA(1, 1, 1)",3,2025-02-28,122.3,123.67713128281693,114.23699208924303,133.11727047639081
cpi_transport,"ARIMAX(1, 1, 1)",3,2025-02-28,122.3,121.67971971146548,113.53773525299799,129.82170416993296
cpi_transport,"ETS(add,add,None)",3,2025-02-28,122.3,123.80013983703465,,
cpi_transport,"ARIMA(1, 1, 1)",6,2025-02-28,122.6,125.25693053170129,110.2968612869337,140.21699977646887
cpi_transport,"ARIMAX(1, 1, 1)",6,2025-02-28,122.6,122.26814666385229,109.54773897386195,134.98855435384263
cpi_transport,"ETS(add,add,None)",6,2025-02-28,122.6,125.30028969606671,,
cpi_transport,"ARIMA(1, 1, 1)",1,2025-03-31,122.3,123.03689203611711,119.79552787191088,126.27825620032334
cpi_transport,"ARIMAX(1, 1, 1)",1,2025-03-31,122.3,122.12274820798834,119.16664212395412,125.07885429202256
cpi_transport,"ETS(add,add,None)",1,2025-03-31,122.3,122.9000700319763,,
cpi_transport,"ARIMA(1, 1, 1)",3,2025-03-31,122.1,124.06339793268639,114.70334525982989,133.42345060554288
cpi_transport,"ARIMAX(1, 1, 1)",3,2025-03-31,122.1,121.36304240891148,113.29198225459423,129.43410256322875
cpi_transport,"ETS(add,add,None)",3,2025-03-31,122.1,123.5001700879427,,
cpi_transport,"ARIMA(1, 1, 1)",6,2025-03-31,122.5,125.63726708215209,110.80486594189712,140.46966822240708
cpi_transport,"ARIMAX(1, 1, 1)",6,2025-03-31,122.5,122.64851906439927,110.04003409099268,135.25700403780587
cpi_transport,"ETS(add,add,None)",6,2025-03-31,122.5,124.40032017189232,,
cpi_transport,"ARIMA(1, 1, 1)",1,2025-04-30,122.3,122.18792014284531,118.96834297307295,125.40749731261768
cpi_transport,"ARIMAX(1, 1, 1)",1,2025-04-30,122.3,122.2005989232498,119.26894972015236,125.13224812634724
cpi_transport,"ETS(add,add,None)",1,2025-04-30,122.3,122.0001600110158,,
cpi_transport,"ARIMA(1, 1, 1)",3,2025-04-30,122.3,123.02328927530768,113.72962549190981,132.31695305870554
cpi_transport,"ARIMAX(1, 1, 1)",3,2025-04-30,122.3,122.04366717945142,114.03173711012701,130.05559724877583
cpi_transport,"ETS(add,add,None)",3,2025-04-30,122.3,121.40036001904099,,
cpi_transport,"ARIMA(1, 1, 1)",6,2025-04-30,122.7,124.51401278930975,109.78504739488409,139.2429781837354
cpi_transport,"ARIMAX(1, 1, 1)",6,2025-04-30,122.7,123.55482375576824,111.03807785406643,136.07156965747004
cpi_transport,"ETS(add,add,None)",6,2025-04-30,122.7,120.50066003107878,,
cpi_transport,"ARIMA(1, 1, 1)",1,2025-05-31,122.1,122.75907512914735,119.56585696877558,125.95229328951912
cpi_transport,"ARIMAX(1, 1, 1)",1,2025-05-31,122.1,121.882753573379,118.97512516391765,124.79038198284036
cpi_transport,"ETS(add,add,None)",1,2025-05-31,122.1,122.2998500439985,,
cpi_transport,"ARIMA(1, 1, 1)",3,2025-05-31,122.6,123.75387384219918,114.53794044082366,132.9698072435747
cpi_transport,"ARIMAX(1, 1, 1)",3,2025-05-31,122.6,123.05039290642618,115.10279978921596,130.9979860236364
cpi_transport,"ETS(add,add,None)",3,2025-05-31,122.6,122.29961009999332,,
cpi_transport,"ARIMA(1, 1, 1)",6,2025-05-31,121.6,125.26325321553318,110.65822230716093,139.86828412390545
cpi_transport,"ARIMAX(1, 1, 1)",6,2025-05-31,121.6,124.0352325417401,111.61811065983717,136.45235442364302
cpi_transport,"ETS(add,add,None)",6,2025-05-31,121.6,122.29925018398554,,
cpi_headline,"ARIMA(1, 1, 1)",1,2024-01-31,131.4,131.54134501072937,130.45481491375975,132.627875107699
cpi_headline,"ARIMAX(1, 1, 1)",1,2024-01-31,131.4,131.32363031048445,130.8053023810328,131.8419582399361
cpi_headline,"ETS(add,add,None)",1,2024-01-31,131.4,131.38722318965938,,
cpi_headline,"ARIMA(1, 1, 1)",3,2024-01-31,132.2,132.07309158616283,129.45710208248437,134.6890810898413
cpi_headline,"ARIMAX(1, 1, 1)",3,2024-01-31,132.2,131.67337283468112,130.6464993814388,132.70024628792345
cpi_headline,"ETS(add,add,None)",3,2024-01-31,132.2,131.76169212059494,,
cpi_headline,"ARIMA(1, 1, 1)",6,2024-01-31,133.0,132.8647139719024,128.92806271954706,136.80136522425775
cpi_headline,"ARIMAX(1, 1, 1)",6,2024-01-31,133.0,132.18249702078654,130.64591561316095,133.71907842841213
cpi_headline,"ETS(add,add,None)",6,2024-01-31,133.0,132.3233955169983,,
cpi_headline,"ARIMA(1, 1, 1)",1,2024-02-29,132.1,131.58994434748988,130.51450268892054,132.6653860060592
cpi_headline,"ARIMAX(1, 1, 1)",1,2024-02-29,132.1,131.66898928259334,131.15586383828224,132.18211472690444
cpi_headline,"ETS(add,add,None)",1,2024-02-29,132.1,131.58749940330233,,
cpi_headline,"ARIMA(1, 1, 1)",3,2024-02-29,132.4,132.10389240425587,129.5166014968133,134.69118331169844
cpi_headline,"ARIMAX(1, 1, 1)",3,2024-02-29,132.4,131.89349241624078,130.8769764376457,132.91000839483584
cpi_headline,"ETS(add,add,None)",3,2024-02-29,132.4,131.96250071227615,,
cpi_headline,"ARIMA(1, 1, 1)",6,2024-02-29,133.1,132.88055996129395,128.98590573062154,136.77521419196637
cpi_headline,"ARIMAX(1, 1, 1)",6,2024-02-29,133.1,132.47683705404765,130.9565025751401,133.9971715329552
cpi_headline,"ETS(add,add,None)",6,2024-02-29,133.1,132.52500267573689,,
cpi_headline,"ARIMA(1, 1, 1)",1,2024-03-31,132.2,132.63266300246113,131.55894897798953,133.70637702693273
cpi_headline,"ARIMAX(1, 1, 1)",1,2024-03-31,132.2,132.29133726880394,131.76929094919805,132.81338358840983
cpi_headline,"ETS(add,add,None)",1,2024-03-31,132.2,132.29790859613846,,
cpi_headline,"ARIMA(1, 1, 1)",3,2024-03-31,132.8,133.20220000938951,130.62070785707166,135.78369216170736
cpi_headline,"ARIMAX(1, 1, 1)",3,2024-03-31,132.8,132.59554924086854,131.55496649232214,133.63613198941493
cpi_headline,"ETS(add,add,None)",3,2024-03-31,132.8,132.69382620673716,,
